time,velocity_smooth,heartrate
1425,0,157
1430,0,155
1435,0,154
1440,0,153
1445,0,153
1450,0,154
1455,0,155
1460,0,157
1465,0,158
1470,0,158
1475,0,158
1480,0,158
1485,0,158
1490,0,158
1495,0,158
1500,0,158
1505,0,158
1510,0,157
1515,0,159
1520,0,158
1525,0,158
1530,0,158
1535,0,159
1540,0,159
1545,0,158
1550,0,157
1555,0,157
1560,0,158
1565,0,158
1570,0,158
1575,0,159
1580,0,159
1585,0,159
1590,0,160
1595,0,159
1600,0,160
1605,0,159
1610,0,160
1615,0,160
1620,0,159
1625,0,158
1630,0,159
1635,0,159
1640,0,159
1645,0,159
1650,0,160
1655,0,161
1660,0,160
1665,0,161
1670,0,160
1675,0,159
1680,0,158
1685,0,158
1690,0,158
1695,0,158
1700,0,158
1705,0,158
1710,0,158
1715,0,158
1720,0,159
1725,0,158
1730,0,159
1735,0,160
1740,0,160
1745,0,160
1750,0,160
1755,0,160
1760,0,160
1765,0,158
1770,0,158
1775,0,157
1780,0,157
1785,0,157
1790,0,158
1795,0,158
1800,0,159
1805,0,160
1810,0,160
1815,0,160
1820,0,159
1825,0,158
1830,0,158
1835,0,157
1840,0,156
1845,0,157
1850,0,158
1855,0,158
1860,0,158
1865,0,158
1870,0,159
1875,0,159
1880,0,159
1885,0,159
1890,0,160
1895,0,159
1900,0,159
1905,0,159
1910,0,160
1915,0,159
1920,0,159
1925,0,159
1930,0,159
1935,0,159
1940,0,159
1945,0,161
1950,0,161
1955,0,161
1960,0,159
1965,0,159
1970,0,159
1975,0,158
1980,0,159
1985,0,159
1990,0,160
1995,0,160
2000,0,159
2005,0,160
2010,0,161
2015,0,161
2020,0,161
2025,0,160
2030,0,160
2035,0,161
2040,0,160
2045,0,160
2050,0,159
2055,0,159
2060,0,160
2065,0,160
2070,0,159
2075,0,159
2080,0,160
2085,0,161
2090,0,161
2095,0,161
2100,0,161
2105,0,161
2110,0,161
2115,0,160
2120,0,161
2125,0,160
2130,0,160
2135,0,159
2140,0,161
2145,0,160
2150,0,161
2155,0,161
2160,0,162
2165,0,160
2170,0,160
2175,0,159
2180,0,160
2185,0,159
2190,0,159
2195,0,159
2200,0,159
2205,0,162
2210,0,160
2215,0,161
2220,0,162
2225,0,161
2230,0,162
2235,0,161
2240,0,162
2245,0,161
2250,0,160
2255,0,160
2260,0,160
2265,0,159
2270,0,161
2275,0,161
2280,0,162
2285,0,162
2290,0,162
2295,0,161
2300,0,162
2305,0,163
2310,0,161
2315,0,164
2320,0,163
2325,0,163
2330,0,161
2335,0,162
2340,0,161
2345,0,161
2350,0,160
2355,0,160
2360,0,161
2365,0,161
2370,0,160
2375,0,160
2380,0,161
2385,0,162
2390,0,162
2395,0,160
2400,0,163
2405,0,162
2410,0,162
2415,0,163
2420,0,164
2425,0,163
2430,0,163
2435,0,162
